[2025-10-16 17:46:28] ✅ All tables dropped and created successfully.
[2025-10-16 17:57:26] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2019\2.json
[2025-10-16 17:57:26] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2019\3.json
[2025-10-16 17:57:27] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2019\4.json
[2025-10-16 17:57:28] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2020\1.json
[2025-10-16 17:57:28] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2020\2.json
[2025-10-16 17:57:29] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2020\3.json
[2025-10-16 17:57:30] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2020\4.json
[2025-10-16 17:57:31] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2021\1.json
[2025-10-16 17:57:31] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2021\2.json
[2025-10-16 17:57:32] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2021\3.json
[2025-10-16 17:57:33] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2021\4.json
[2025-10-16 17:57:34] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2022\1.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2022\2.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2022\3.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2022\4.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2023\1.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2023\2.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2023\3.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2023\4.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2024\1.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2024\2.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2024\3.json
[2025-10-16 17:57:34] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\ladakh\2024\4.json
[2025-10-16 17:57:34] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\1.json
[2025-10-16 17:57:35] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\2.json
[2025-10-16 17:57:36] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\3.json
[2025-10-16 17:57:37] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\4.json
[2025-10-16 17:57:37] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\1.json
[2025-10-16 17:57:38] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\2.json
[2025-10-16 17:57:39] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\3.json
[2025-10-16 17:57:39] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\4.json
[2025-10-16 17:57:40] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\1.json
[2025-10-16 17:57:41] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\2.json
[2025-10-16 17:57:42] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\3.json
[2025-10-16 17:57:43] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\4.json
[2025-10-16 17:57:43] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\1.json
[2025-10-16 17:57:44] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\2.json
[2025-10-16 17:57:45] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\3.json
[2025-10-16 17:57:46] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\4.json
[2025-10-16 17:57:47] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\1.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\2.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\3.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\4.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\1.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\2.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\3.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\4.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\1.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\2.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\3.json
[2025-10-16 17:57:47] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\4.json
[2025-10-16 17:57:48] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\1.json
[2025-10-16 17:57:49] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\2.json
[2025-10-16 17:57:50] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\3.json
[2025-10-16 17:57:50] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\4.json
[2025-10-16 17:57:51] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\1.json
[2025-10-16 17:57:52] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\2.json
[2025-10-16 17:57:52] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\3.json
[2025-10-16 17:57:53] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\4.json
[2025-10-16 17:57:54] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\1.json
[2025-10-16 17:57:55] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\2.json
[2025-10-16 17:57:56] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\3.json
[2025-10-16 17:57:56] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\4.json
[2025-10-16 17:57:57] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\1.json
[2025-10-16 17:57:58] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\2.json
[2025-10-16 17:57:59] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\3.json
[2025-10-16 17:57:59] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\4.json
[2025-10-16 17:58:00] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\1.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\2.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\3.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\4.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\1.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\2.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\3.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\4.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\1.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\2.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\3.json
[2025-10-16 17:58:00] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\4.json
[2025-10-16 17:58:01] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2018\1.json
[2025-10-16 17:58:02] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2018\2.json
[2025-10-16 17:58:02] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2018\3.json
[2025-10-16 17:58:03] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2018\4.json
[2025-10-16 17:58:04] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2019\1.json
[2025-10-16 17:58:05] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2019\2.json
[2025-10-16 17:58:05] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2019\3.json
[2025-10-16 17:58:06] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2019\4.json
[2025-10-16 17:58:07] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2020\1.json
[2025-10-16 17:58:07] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2020\2.json
[2025-10-16 17:58:08] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2020\3.json
[2025-10-16 17:58:09] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2020\4.json
[2025-10-16 17:58:10] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2021\1.json
[2025-10-16 17:58:10] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2021\2.json
[2025-10-16 17:58:11] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2021\3.json
[2025-10-16 17:58:12] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2021\4.json
[2025-10-16 17:58:12] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2022\1.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2022\2.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2022\3.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2022\4.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2023\1.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2023\2.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2023\3.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2023\4.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2024\1.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2024\2.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2024\3.json
[2025-10-16 17:58:12] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\maharashtra\2024\4.json
[2025-10-16 17:58:13] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2018\1.json
[2025-10-16 17:58:14] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2018\2.json
[2025-10-16 17:58:15] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2018\3.json
[2025-10-16 17:58:16] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2018\4.json
[2025-10-16 17:58:16] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2019\1.json
[2025-10-16 17:58:17] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2019\2.json
[2025-10-16 17:58:18] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2019\3.json
[2025-10-16 17:58:19] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2019\4.json
[2025-10-16 17:58:20] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2020\1.json
[2025-10-16 17:58:20] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2020\2.json
[2025-10-16 17:58:21] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2020\3.json
[2025-10-16 17:58:22] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2020\4.json
[2025-10-16 17:58:23] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\manipur\2021\1.json
